Avg,Left before being seen,FIPS,Facility ID,State,County Name,FIPS_code,PCTPOVALL_2020
130,1,48401,450475,TX,RUSK,48401,14.2
96,0,39171,360121,OH,WILLIAMS,39171,10.3
,,37187,341314,NC,WASHINGTON,37187,24.3
118,0,1041,10008,AL,CRENSHAW,1041,16.8
95,0,27155,241304,MN,TRAVERSE,27155,11.6
156,0,16035,131320,ID,CLEARWATER,16035,14
130,1,47005,441316,TN,BENTON,47005,16.9
115,1,51197,490111,VA,WYTHE,51197,12
209,5,54055,510046,WV,MERCER,54055,15.1
105,0,6045,51310,CA,MENDOCINO,6045,14.3
135,1,27085,240187,MN,MC LEOD,27085,5.8
177,4,13153,110153,GA,HOUSTON,13153,10.8
,,1097,13301,AL,MOBILE,1097,17.6
,,42101,393309,PA,PHILADELPHIA,42101,19.4
,,34023,313300,NJ,MIDDLESEX,34023,7.4
,,19017,161320,IA,BREMER,19017,5.6
150,1,36037,330073,NY,GENESEE,36037,10.2
,,6027,51302,CA,INYO,6027,10.9
107,1,5017,41328,AR,CHICOT,5017,26.8
,0,48321,451332,TX,MATAGORDA,48321,17.3
,,19185,161358,IA,WAYNE,19185,13
158,3,6059,50780,CA,ORANGE,6059,9
128,2,48219,450755,TX,HOCKLEY,48219,12.9
175,1,36063,330188,NY,NIAGARA,36063,11.7
120,1,55079,520078,WI,MILWAUKEE,55079,19
91,1,40025,371307,OK,CIMARRON,40025,15.1
209,2,6061,50309,CA,PLACER,6061,6.5
213,1,36061,330214,NY,NEW YORK,36061,16.3
106,,19119,161321,IA,LYON,19119,6.3
193,5,37195,340126,NC,WILSON,37195,21.2
104,0,40103,370139,OK,NOBLE,40103,11.8
176,0,42091,390123,PA,MONTGOMERY,42091,5.6
134,,32005,291306,NV,DOUGLAS,32005,8
247,3,12057,100128,FL,HILLSBOROUGH,12057,11.9
180,3,37085,340071,NC,HARNETT,37085,14.4
,,53033,500052,WA,KING,53033,7.6
182,1,34023,310108,NJ,MIDDLESEX,34023,7.4
113,,18093,151335,IN,LAWRENCE,18093,11.8
303,2,6037,50378,CA,LOS ANGELES,6037,13.2
205,4,6089,50280,CA,SHASTA,6089,13.9
173,2,25025,220116,MA,SUFFOLK,25025,16.5
91,1,13233,111330,GA,POLK,13233,16.3
195,2,17197,140213,IL,WILL,17197,7.2
137,2,12099,100002,FL,PALM BEACH,12099,12
132,0,55133,520206,WI,WAUKESHA,55133,4.2
202,3,42079,390137,PA,LUZERNE,42079,15.1
,,56025,530034,WY,NATRONA,56025,9.4
134,0,29215,260024,MO,TEXAS,29215,20.3
157,1,51195,490114,VA,WISE,51195,20.3
172,5,50025,470011,VT,WINDHAM,50025,11.3
117,0,26063,231313,MI,HURON,26063,11.6
114,2,27001,241305,MN,AITKIN,27001,11.1
169,2,45045,420023,SC,GREENVILLE,45045,12.1
202,1,9003,70027,CT,HARTFORD,9003,10.7
136,1,40143,370227,OK,TULSA,40143,12.8
175,1,39151,360084,OH,STARK,39151,13.2
,,6063,51300,CA,PLUMAS,6063,13.5
105,0,12049,101300,FL,HARDEE,12049,21.2
118,2,29007,260064,MO,AUDRAIN,29007,17.8
181,2,55141,520033,WI,WOOD,55141,9.4
130,0,18151,151315,IN,STEUBEN,18151,9.6
136,1,32003,290005,NV,CLARK,32003,13.2
,0,46015,431329,SD,BRULE,46015,13.7
121,28,48085,450891,TX,COLLIN,48085,6.2
,,15003,123300,HI,HONOLULU,15003,8
110,1,12001,100204,FL,ALACHUA,12001,17.2
116,1,55129,521332,WI,WASHBURN,55129,10.4
134,1,13257,110032,GA,STEPHENS,13257,16.9
152,0,34027,310050,NJ,MORRIS,34027,4.7
,,42085,390307,PA,MERCER,42085,12.4
228,2,12071,100244,FL,LEE,12071,10.5
154,1,26021,230021,MI,BERRIEN,26021,15.1
143,1,27137,240084,MN,ST. LOUIS,27137,10.1
183,1,27025,240050,MN,CHISAGO,27025,6.3
110,,31003,281326,NE,ANTELOPE,31003,10.4
,,48439,670133,TX,TARRANT,48439,10.5
178,0,12011,100086,FL,BROWARD,12011,11
,,72127,400019,PR,SAN JUAN,,
140,2,48321,450465,TX,MATAGORDA,48321,17.3
169,2,37109,340145,NC,LINCOLN,37109,11.9
121,1,12011,100230,FL,BROWARD,12011,11
149,1,48223,450236,TX,HOPKINS,48223,12.7
,,54067,511322,WV,NICHOLAS,54067,19
156,2,6067,50414,CA,SACRAMENTO,6067,12.5
139,1,13045,110015,GA,CARROLL,13045,16.8
136,1,13021,110201,GA,BIBB,13021,28
,,31109,280127,NE,LANCASTER,31109,9.4
,,56009,531302,WY,CONVERSE,56009,8.2
135,0,18131,151305,IN,PULASKI,18131,11.2
112,0,16081,131313,ID,TETON,16081,7.4
,,46099,430090,SD,MINNEHAHA,46099,8.1
,,30003,271339,MT,BIG HORN,30003,28.9
134,1,48439,450872,TX,TARRANT,48439,10.5
166,6,17031,140300,IL,COOK,17031,12.9
206,4,6093,51316,CA,SISKIYOU,6093,14.3
,,6085,50071,CA,SANTA CLARA,6085,6.6
,,41005,380091,OR,CLACKAMAS,41005,6.8
185,2,36117,330030,NY,WAYNE,36117,9.7
152,,54051,510013,WV,MARSHALL,54051,13.7
122,0,49057,460005,UT,WEBER,49057,7.3
164,1,48423,450083,TX,SMITH,48423,12.7
275,6,26049,230132,MI,GENESEE,26049,18.3
94,,20141,171364,KS,OSBORNE,20141,11.7
,,5119,43300,AR,PULASKI,5119,15.3
184,2,21211,180016,KY,SHELBY,21211,8.4
150,0,12053,100071,FL,HERNANDO,12053,12.5
126,0,28045,250162,MS,HANCOCK,28045,15.6
171,1,34017,310003,NJ,HUDSON,34017,13.1
90,0,21167,181302,KY,MERCER,21167,13.1
124,1,42059,390150,PA,GREENE,42059,12.7
201,4,24033,210060,MD,PRINCE GEORGES,24033,9.5
,,6097,51321,CA,SONOMA,6097,7.8
155,2,4015,30101,AZ,MOHAVE,4015,15.3
147,0,32003,290057,NV,CLARK,32003,13.2
210,1,12099,100253,FL,PALM BEACH,12099,12
126,1,20149,171337,KS,POTTAWATOMIE,20149,6.9
114,1,20099,170120,KS,LABETTE,20099,14
91,1,40097,370015,OK,MAYES,40097,16.9
110,,46077,431332,SD,KINGSBURY,46077,10.2
72,0,1133,10125,AL,WINSTON,1133,17.4
136,0,20091,170176,KS,JOHNSON,20091,4.6
113,2,35053,321301,NM,SOCORRO,35053,25.1
246,1,47093,440015,TN,KNOX,47093,10.9
194,2,6059,50426,CA,ORANGE,6059,9
112,1,5039,41317,AR,DALLAS,5039,19.5
91,0,19045,161313,IA,CLINTON,19045,12.5
102,2,1093,10044,AL,MARION,1093,16.8
112,0,48201,450670,TX,HARRIS,48201,15.9
125,0,20203,171306,KS,WICHITA,20203,10.6
266,2,4013,30088,AZ,MARICOPA,4013,11.6
156,1,29019,260141,MO,BOONE,29019,12.8
123,0,37121,341329,NC,MITCHELL,37121,14
143,0,5047,41303,AR,FRANKLIN,5047,15.3
160,1,47189,440193,TN,WILSON,47189,8
90,0,48197,451352,TX,HARDEMAN,48197,15
174,1,32031,290009,NV,WASHOE,32031,10.2
212,1,42077,390133,PA,LEHIGH,42077,11.7
143,,56045,531303,WY,WESTON,56045,10.6
,,,480001,VI,SAINT THOMAS ISLAND,,
,,41011,381304,OR,COOS,41011,15.4
146,1,48093,451382,TX,COMANCHE,48093,15.9
110,0,36059,330181,NY,NASSAU,36059,5.7
199,1,21179,180025,KY,NELSON,21179,9.2
158,4,1015,10038,AL,CALHOUN,1015,14.5
,,18003,150167,IN,ALLEN,18003,11.4
,,48299,451396,TX,LLANO,48299,10.9
261,2,24031,210065,MD,MONTGOMERY,24031,6.7
179,4,48427,450654,TX,STARR,48427,25.2
134,2,1053,10099,AL,ESCAMBIA,1053,20.4
125,1,51167,490002,VA,RUSSELL,51167,16.2
130,1,41027,381318,OR,HOOD RIVER,41027,8.5
132,1,48469,450147,TX,VICTORIA,48469,16.5
152,0,18037,150115,IN,DUBOIS,18037,6.7
162,3,48251,450677,TX,JOHNSON,48251,9.5
173,0,55027,520076,WI,DODGE,55027,7.2
,,31055,283301,NE,DOUGLAS,31055,9.8
111,0,42085,390266,PA,MERCER,42085,12.4
,,4013,30138,AZ,MARICOPA,4013,11.6
107,,48437,451349,TX,SWISHER,48437,19.6
88,2,28139,251337,MS,TIPPAH,28139,16.5
73,1,38031,351318,ND,FOSTER,38031,7.9
136,1,12115,100166,FL,SARASOTA,12115,8.7
176,3,28049,250102,MS,HINDS,28049,25.9
123,1,22045,190054,LA,IBERIA,22045,22.5
86,0,55081,521305,WI,MONROE,55081,10.5
239,1,13121,110082,GA,FULTON,13121,13
,,6095,50767,CA,SOLANO,6095,9.3
180,0,26163,230176,MI,WAYNE,26163,20
112,5,48141,450877,TX,EL PASO,48141,17.6
146,,39013,360080,OH,BELMONT,39013,12.7
175,1,48215,450176,TX,HIDALGO,48215,23.9
,,22017,190278,LA,CADDO,22017,20.9
,2,22105,191309,LA,TANGIPAHOA,22105,20.1
185,2,18039,150018,IN,ELKHART,18039,9.8
331,1,72091,400118,PR,MANATI,,
186,1,4019,30085,AZ,PIMA,4019,14.9
144,1,17097,140084,IL,LAKE,17097,7
151,,47097,441314,TN,LAUDERDALE,47097,19.8
99,0,36031,331302,NY,ESSEX,36031,10.2
145,5,19187,160016,IA,WEBSTER,19187,12.4
128,1,55025,520089,WI,DANE,55025,9.6
106,,26079,231301,MI,KALKASKA,26079,12
167,0,26125,230254,MI,OAKLAND,26125,7.8
120,0,29101,260097,MO,JOHNSON,29101,10.8
316,1,6071,50327,CA,SAN BERNARDINO,6071,14.3
98,1,5029,41324,AR,CONWAY,5029,15.8
203,,72127,400006,PR,SAN JUAN,,
186,1,39035,360359,OH,CUYAHOGA,39035,15.3
101,1,22113,190034,LA,VERMILION,22113,15.4
114,1,17179,140120,IL,TAZEWELL,17179,7.6
,,6067,50425,CA,SACRAMENTO,6067,12.5
,,5051,40132,AR,GARLAND,5051,15.7
114,1,53077,501330,WA,YAKIMA,53077,14.8
103,,31079,280139,NE,HALL,31079,11.8
,,6013,50760,CA,CONTRA COSTA,6013,7.2
115,,48207,451341,TX,HASKELL,48207,20
,,22073,190245,LA,OUACHITA,22073,23.7
199,2,4019,30010,AZ,PIMA,4019,14.9
199,2,27053,240080,MN,HENNEPIN,27053,9.3
122,2,17187,141318,IL,WARREN,17187,10.7
138,1,55033,521340,WI,DUNN,55033,10.1
91,0,48357,451359,TX,OCHILTREE,48357,9.2
131,1,13237,111313,GA,PUTNAM,13237,16.3
175,2,53063,500119,WA,SPOKANE,53063,13.4
137,2,41039,381316,OR,LANE,41039,14.5
260,2,48201,450610,TX,HARRIS,48201,15.9
,,48201,670280,TX,HARRIS,48201,15.9
219,3,4021,30130,AZ,PINAL,4021,11.1
144,2,27005,240101,MN,BECKER,27005,11.4
111,,26117,231312,MI,MONTCALM,26117,13.1
,,19005,161318,IA,ALLAMAKEE,19005,10.9
105,0,26027,231315,MI,CASS,26027,11.1
165,2,22061,190086,LA,LINCOLN,22061,21.7
152,1,36013,330239,NY,CHAUTAUQUA,36013,14.8
254,0,39061,360003,OH,HAMILTON,39061,12.7
,,48071,451328,TX,CHAMBERS,48071,9.3
,,22029,191318,LA,CONCORDIA,22029,28.6
,,6059,50609,CA,ORANGE,6059,9
176,2,37047,340068,NC,COLUMBUS,37047,21.3
98,2,39035,360037,OH,CUYAHOGA,39035,15.3
95,0,22057,191324,LA,LAFOURCHE,22057,14.5
316,1,25025,220086,MA,SUFFOLK,25025,16.5
146,0,27023,241325,MN,CHIPPEWA,27023,9.3
,,54039,510091,WV,KANAWHA,54039,15.7
212,3,37171,340003,NC,SURRY,37171,15.4
154,1,5143,40022,AR,WASHINGTON,5143,13.2
136,2,6037,50191,CA,LOS ANGELES,6037,13.2
179,0,16041,131322,ID,FRANKLIN,16041,7.7
186,1,5143,40004,AR,WASHINGTON,5143,13.2
195,2,46099,430027,SD,MINNEHAHA,46099,8.1
223,3,1101,10149,AL,MONTGOMERY,1101,20.4
122,0,19043,161319,IA,CLAYTON,19043,10.4
104,0,5005,41306,AR,BAXTER,5005,14.4
100,,8065,61319,CO,LAKE,8065,10.6
182,3,55059,520021,WI,KENOSHA,55059,11
163,1,18057,150181,IN,HAMILTON,18057,4.2
173,1,23005,200008,ME,CUMBERLAND,23005,8.6
84,1,29047,261322,MO,CLAY,29047,7.7
123,0,8031,60014,CO,DENVER,8031,12.4
250,2,25027,220090,MA,WORCESTER,25027,9.5
155,0,26137,230133,MI,OTSEGO,26137,9.3
123,0,56003,531301,WY,BIG HORN,56003,11.5
143,1,56037,530011,WY,SWEETWATER,56037,7.6
109,0,45053,420101,SC,JASPER,45053,18.4
143,0,9013,70008,CT,TOLLAND,9013,6.9
118,2,55139,520045,WI,WINNEBAGO,55139,8.7
83,1,19089,161328,IA,HOWARD,19089,10.5
265,3,36029,330219,NY,ERIE,36029,13.2
,,51730,490104,VA,PETERSBURG CITY,51730,20.8
267,14,6065,50423,CA,RIVERSIDE,6065,11.2
104,0,46115,431316,SD,SPINK,46115,12.8
142,,46051,431326,SD,GRANT,46051,9.3
248,7,6037,50776,CA,LOS ANGELES,6037,13.2
,,28121,250134,MS,RANKIN,28121,10
115,1,26125,230207,MI,OAKLAND,26125,7.8
116,0,48201,450659,TX,HARRIS,48201,15.9
130,1,18027,150061,IN,DAVIESS,18027,10.9
125,0,17157,141349,IL,RANDOLPH,17157,12
132,1,17119,140052,IL,MADISON,17119,11
178,2,47079,440132,TN,HENRY,47079,17.8
,0,17069,141328,IL,HARDIN,17069,18
181,1,47179,440063,TN,WASHINGTON,47179,13.2
105,3,6037,50771,CA,LOS ANGELES,6037,13.2
156,1,21217,180087,KY,TAYLOR,21217,15.9
133,0,48439,670132,TX,TARRANT,48439,10.5
,,54019,511318,WV,FAYETTE,54019,20.8
126,3,21185,180138,KY,OLDHAM,21185,5
117,2,28153,250077,MS,WAYNE,28153,22.1
117,2,18003,150047,IN,ALLEN,18003,11.4
123,1,12055,100049,FL,HIGHLANDS,12055,16.1
144,0,13117,110005,GA,FORSYTH,13117,5.1
,,47083,441322,TN,HOUSTON,47083,15.6
89,1,19067,161347,IA,FLOYD,19067,9.3
154,2,8101,60012,CO,PUEBLO,8101,14.1
,,42125,390323,PA,WASHINGTON,42125,8.6
117,1,46081,430048,SD,LAWRENCE,46081,11.5
140,1,48113,450079,TX,DALLAS,48113,13.7
154,0,55039,521327,WI,FOND DU LAC,55039,7.6
91,1,40145,370166,OK,WAGONER,40145,10.2
258,2,36059,330198,NY,NASSAU,36059,5.7
174,2,18157,150173,IN,TIPPECANOE,18157,16.1
120,0,48121,450893,TX,DENTON,48121,6.9
112,2,32013,291308,NV,HUMBOLDT,32013,9.8
136,1,6103,50042,CA,TEHAMA,6103,13.3
106,1,32027,291304,NV,PERSHING,32027,18.1
168,0,33001,300005,NH,BELKNAP,33001,7.4
128,0,12117,100329,FL,SEMINOLE,12117,8
95,0,27049,241346,MN,GOODHUE,27049,7.2
228,4,6071,50099,CA,SAN BERNARDINO,6071,14.3
161,1,13293,110002,GA,UPSON,13293,15.2
,,36045,331318,NY,JEFFERSON,36045,13.1
104,0,27035,241353,MN,CROW WING,27035,8.5
174,1,36111,330224,NY,ULSTER,36111,12.7
192,5,6077,50313,CA,SAN JOAQUIN,6077,13.9
165,2,39025,360236,OH,CLERMONT,39025,9.2
87,0,19085,161309,IA,HARRISON,19085,8.3
264,8,29077,260065,MO,GREENE,29077,14.3
94,2,48365,450210,TX,PANOLA,48365,15.3
163,1,48061,450855,TX,CAMERON,48061,24.4
152,2,27123,240063,MN,RAMSEY,27123,12.6
115,0,31127,281324,NE,NEMAHA,31127,11.8
222,2,36055,330285,NY,MONROE,36055,13.9
203,3,45079,420086,SC,RICHLAND,45079,16
119,0,19003,161304,IA,ADAMS,19003,10.8
140,1,21155,180024,KY,MARION,21155,15.7
184,2,37067,340014,NC,FORSYTH,37067,13
118,2,48113,670090,TX,DALLAS,48113,13.7
127,0,20057,171368,KS,FORD,20057,10.3
168,1,2110,20008,AK,JUNEAU,2110,8.1
152,0,29095,260085,MO,JACKSON,29095,12.4
141,1,6015,50417,CA,DEL NORTE,6015,18.5
212,3,5119,40007,AR,PULASKI,5119,15.3
,,46127,430089,SD,UNION,46127,5.9
,,24510,213300,MD,BALTIMORE CITY,24510,20
122,0,31037,281323,NE,COLFAX,31037,8.2
188,2,,190020,LA,E. BATON ROUGE,,
,,48233,451369,TX,HUTCHINSON,48233,12.1
126,0,8123,60131,CO,WELD,8123,8.9
231,1,26125,230302,MI,OAKLAND,26125,7.8
108,,26013,231307,MI,BARAGA,26013,12.7
220,1,37183,340114,NC,WAKE,37183,7.4
124,0,16027,130014,ID,CANYON,16027,10.6
114,0,30019,271342,MT,DANIELS,30019,11.2
126,1,21025,180139,KY,BREATHITT,21025,27.9
234,4,45051,420098,SC,HORRY,45051,12.8
102,0,30009,271326,MT,CARBON,30009,11.2
126,1,1025,10174,AL,CLARKE,1025,19.5
129,,32003,291307,NV,CLARK,32003,13.2
82,0,38051,351322,ND,MCINTOSH,38051,12.2
190,0,36067,330203,NY,ONONDAGA,36067,12.8
152,0,55009,520049,WI,BROWN,55009,8.5
,,48107,451345,TX,CROSBY,48107,19.8
214,1,22103,190040,LA,ST. TAMMANY,22103,10
,,17135,141350,IL,MONTGOMERY,17135,13.5
,,55129,521342,WI,WASHBURN,55129,10.4
238,2,25017,220070,MA,MIDDLESEX,25017,7.1
79,,48185,451322,TX,GRIMES,48185,15.3
102,,38063,351308,ND,NELSON,38063,9.8
117,0,19039,161348,IA,CLARKE,19039,11.1
194,3,54069,510050,WV,OHIO,54069,18.1
116,2,53077,500036,WA,YAKIMA,53077,14.8
174,1,48163,451391,TX,FRIO,48163,22.3
,,19151,161305,IA,POCAHONTAS,19151,10.2
155,,12105,100137,FL,POLK,12105,14.4
123,1,8075,60076,CO,LOGAN,8075,13.1
138,8,41023,381305,OR,GRANT,41023,13.9
216,3,45045,420037,SC,GREENVILLE,45045,12.1
,,32015,291303,NV,LANDER,32015,9.4
90,,47159,441307,TN,SMITH,47159,11.7
167,3,5051,40026,AR,GARLAND,5051,15.7
111,1,48453,670006,TX,TRAVIS,48453,10.2
146,0,55111,521351,WI,SAUK,55111,8.1
118,1,22049,191317,LA,JACKSON,22049,20.9
192,1,29189,260162,MO,ST. LOUIS,29189,9.1
94,,19025,161350,IA,CALHOUN,19025,10
80,,19197,161301,IA,WRIGHT,19197,10.7
190,2,37009,341325,NC,ASHE,37009,14.5
,,26161,230144,MI,WASHTENAW,26161,12
161,,48113,450678,TX,DALLAS,48113,13.7
279,4,1097,10087,AL,MOBILE,1097,17.6
,,17119,141336,IL,MADISON,17119,11
161,0,34041,310115,NJ,WARREN,34041,7.3
123,0,27111,241373,MN,OTTER TAIL,27111,7.8
220,5,6029,51314,CA,KERN,6029,18.3
,,48201,453304,TX,HARRIS,48201,15.9
182,0,13245,110177,GA,RICHMOND,13245,25.5
199,2,6037,50235,CA,LOS ANGELES,6037,13.2
130,1,53033,501338,WA,KING,53033,7.6
165,2,29029,260186,MO,CAMDEN,29029,14
196,1,37031,340142,NC,CARTERET,37031,9.3
148,,53045,501336,WA,MASON,53045,12.6
170,2,13045,110011,GA,CARROLL,13045,16.8
173,1,39029,360185,OH,COLUMBIANA,39029,13.9
214,3,18141,150012,IN,ST. JOSEPH,18141,12.7
173,1,13121,110115,GA,FULTON,13121,13
,,48089,451312,TX,COLORADO,48089,12.7
188,0,17043,140288,IL,DU PAGE,17043,5.9
128,3,28099,250127,MS,NESHOBA,28099,18.9
110,1,28067,250058,MS,JONES,28067,18.8
102,,17149,141315,IL,PIKE,17149,13.5
118,1,55031,521329,WI,DOUGLAS,55031,10
103,,53025,501317,WA,GRANT,53025,13.6
330,4,17031,140281,IL,COOK,17031,12.9
104,0,19135,161342,IA,MONROE,19135,11.4
213,2,36005,330059,NY,BRONX,36005,24.4
,2,36089,331307,NY,ST. LAWRENCE,36089,14.7
169,1,48491,670041,TX,WILLIAMSON,48491,5.6
178,,21151,181329,KY,MADISON,21151,15.5
106,,21071,181305,KY,FLOYD,21071,28.3
153,1,12031,100088,FL,DUVAL,12031,15.2
116,,27075,241308,MN,LAKE,27075,8
171,3,4001,31309,AZ,APACHE,4001,32.4
139,3,48113,450742,TX,DALLAS,48113,13.7
157,1,22073,190160,LA,OUACHITA,22073,23.7
205,4,21125,180011,KY,LAUREL,21125,17.9
173,1,34031,310019,NJ,PASSAIC,34031,16.9
,,72127,400134,PR,SAN JUAN,,
183,1,44007,410010,RI,PROVIDENCE,44007,12.4
137,1,25017,220002,MA,MIDDLESEX,25017,7.1
,1,48491,451374,TX,WILLIAMSON,48491,5.6
100,,31065,281348,NE,FURNAS,31065,10
86,0,21139,181320,KY,LIVINGSTON,21139,14
,,24005,210058,MD,BALTIMORE,24005,8.9
252,2,26125,230130,MI,OAKLAND,26125,7.8
186,1,12095,100007,FL,ORANGE,12095,12.7
206,1,27059,240020,MN,ISANTI,27059,6.7
,,49019,461302,UT,GRAND,49019,10.4
160,1,41041,381302,OR,LINCOLN,41041,14.4
,85,48439,670121,TX,TARRANT,48439,10.5
113,,18143,151334,IN,SCOTT,18143,13.9
115,2,1059,10158,AL,FRANKLIN,1059,17.2
172,0,37021,340002,NC,BUNCOMBE,37021,13.9
130,,16085,131312,ID,VALLEY,16085,8.7
126,0,54053,510012,WV,MASON,54053,17.1
190,1,45073,420009,SC,OCONEE,45073,11.1
214,2,6071,50272,CA,SAN BERNARDINO,6071,14.3
117,1,6009,51332,CA,CALAVERAS,6009,11.6
,,6095,50073,CA,SOLANO,6095,9.3
198,5,48245,450346,TX,JEFFERSON,48245,18.3
,,22001,191319,LA,ACADIA,22001,20.7
157,1,25001,220135,MA,BARNSTABLE,25001,7.7
142,,31013,281360,NE,BOX BUTTE,31013,9.5
,,48291,670115,TX,LIBERTY,48291,14.4
83,,53007,501334,WA,CHELAN,53007,8.3
,1,12013,101304,FL,CALHOUN,12013,20.3
215,1,12011,100289,FL,BROWARD,12011,11
,,20091,170194,KS,JOHNSON,20091,4.6
216,2,51191,490053,VA,WASHINGTON,51191,13.2
127,,8125,61315,CO,YUMA,8125,11.5
156,2,35039,320011,NM,RIO ARRIBA,35039,19.7
188,2,6081,50007,CA,SAN MATEO,6081,5.5
195,2,28033,250141,MS,DE SOTO,28033,9.5
90,0,15001,121301,HI,HAWAII,15001,12.2
87,1,13201,111305,GA,MILLER,13201,19.8
136,1,42037,390072,PA,COLUMBIA,42037,11.7
109,0,40041,370113,OK,DELAWARE,40041,18.1
122,0,8081,61314,CO,MOFFAT,8081,9.9
144,1,4019,30137,AZ,PIMA,4019,14.9
,,8089,61336,CO,OTERO,8089,17.6
109,1,1091,10112,AL,MARENGO,1091,18.3
192,1,45047,420071,SC,GREENWOOD,45047,16.4
,,72127,400106,PR,SAN JUAN,,
167,6,17031,140083,IL,COOK,17031,12.9
190,0,4001,31315,AZ,APACHE,4001,32.4
202,2,36103,330246,NY,SUFFOLK,36103,6.1
138,,26153,231303,MI,SCHOOLCRAFT,26153,11.9
130,1,26023,230022,MI,BRANCH,26023,14.1
187,0,6065,50329,CA,RIVERSIDE,6065,11.2
142,2,23007,200037,ME,FRANKLIN,23007,12.9
152,1,39095,360081,OH,LUCAS,39095,17.5
104,0,27167,241377,MN,WILKIN,27167,8.3
209,1,50007,470003,VT,CHITTENDEN,50007,8.5
144,0,42125,390160,PA,WASHINGTON,42125,8.6
148,3,13031,110075,GA,BULLOCH,13031,20.7
77,2,47151,440235,TN,SCOTT,47151,19.8
152,0,6077,50118,CA,SAN JOAQUIN,6077,13.9
176,2,26163,230142,MI,WAYNE,26163,20
122,3,28039,250036,MS,GEORGE,28039,17.8
174,0,42091,390012,PA,MONTGOMERY,42091,5.6
184,0,36087,330104,NY,ROCKLAND,36087,14.4
122,1,54097,511321,WV,UPSHUR,54097,17.1
111,,53043,501307,WA,LINCOLN,53043,11.4
230,2,6071,50300,CA,SAN BERNARDINO,6071,14.3
148,1,18097,150074,IN,MARION,18097,14.4
250,1,24027,210048,MD,HOWARD,24027,5.5
114,1,49049,460043,UT,UTAH,49049,7.8
135,1,39169,360036,OH,WAYNE,39169,9
154,0,41041,381314,OR,LINCOLN,41041,14.4
101,,55053,521333,WI,JACKSON,55053,12.7
182,3,12031,100040,FL,DUVAL,12031,15.2
193,1,39035,360041,OH,CUYAHOGA,39035,15.3
142,1,54103,510072,WV,WETZEL,54103,15.9
,,27087,241300,MN,MAHNOMEN,27087,15.3
128,2,21121,181328,KY,KNOX,21121,27.8
183,2,19033,160064,IA,CERRO GORDO,19033,10.6
136,0,2130,21311,AK,KETCHIKAN GATEWAY,2130,8.3
182,1,25009,220080,MA,ESSEX,25009,9
182,0,12099,100258,FL,PALM BEACH,12099,12
113,0,51155,490116,VA,PULASKI,51155,12.5
90,1,18173,151325,IN,WARRICK,18173,6.4
118,0,24047,210061,MD,WORCESTER,24047,11.7
158,1,51095,490066,VA,JAMES CITY,51095,6.5
221,3,36029,330102,NY,ERIE,36029,13.2
137,0,39173,360029,OH,WOOD,39173,9.9
167,1,40047,370026,OK,GARFIELD,40047,11.8
143,7,6007,51311,CA,BUTTE,6007,17.3
220,2,40147,370018,OK,WASHINGTON,40147,14.8
,,6075,50076,CA,SAN FRANCISCO,6075,10
132,2,39071,361332,OH,HIGHLAND,39071,14.9
195,1,4013,30024,AZ,MARICOPA,4013,11.6
98,0,48355,670061,TX,NUECES,48355,17.5
118,,27165,241323,MN,WATONWAN,27165,9.7
137,0,39051,361333,OH,FULTON,39051,8.3
212,1,12086,100029,FL,MIAMI-DADE,12086,15
,,39157,361302,OH,TUSCARAWAS,39157,11.6
143,2,51650,490093,VA,HAMPTON CITY,51650,13.4
126,0,18145,150097,IN,SHELBY,18145,9.4
124,0,55071,520034,WI,MANITOWOC,55071,7.9
168,,55099,521325,WI,PRICE,55099,11.2
212,1,25017,220049,MA,MIDDLESEX,25017,7.1
177,3,53071,500002,WA,WALLA WALLA,53071,12.9
,1,17107,141322,IL,LOGAN,17107,11.6
213,4,13127,110025,GA,GLYNN,13127,15.5
,,31181,281316,NE,WEBSTER,31181,10.2
124,1,21083,180116,KY,GRAVES,21083,18.2
211,2,34005,310057,NJ,BURLINGTON,34005,6
95,1,18113,150146,IN,NOBLE,18113,9.9
,,39117,361313,OH,MORROW,39117,9
,,72053,400125,PR,FAJARDO,,
121,,8103,61307,CO,RIO BLANCO,8103,9.8
174,2,26145,230077,MI,SAGINAW,26145,15.9
217,4,36005,330080,NY,BRONX,36005,24.4
121,,29081,261312,MO,HARRISON,29081,17.8
128,1,27127,241351,MN,REDWOOD,27127,8.6
,,18141,150177,IN,ST. JOSEPH,18141,12.7
218,9,17031,140251,IL,COOK,17031,12.9
203,2,51630,490022,VA,FREDERICKSBURG CITY,51630,12.2
178,0,6085,50308,CA,SANTA CLARA,6085,6.6
,,53047,501324,WA,OKANOGAN,53047,19.8
208,1,47009,440011,TN,BLOUNT,47009,9.2
,,30107,271321,MT,WHEATLAND,30107,20.9
81,0,48363,450565,TX,PALO PINTO,48363,13.9
181,1,48085,450771,TX,COLLIN,48085,6.2
175,1,48209,670056,TX,HAYS,48209,9.6
102,2,48145,450348,TX,FALLS,48145,20
82,,19097,161329,IA,JACKSON,19097,11.4
87,1,22101,190014,LA,ST. MARY,22101,19.8
310,8,25013,220077,MA,HAMPDEN,25013,14.3
227,1,42101,390226,PA,PHILADELPHIA,42101,19.4
118,0,33009,301311,NH,GRAFTON,33009,8.6
129,,18021,151309,IN,CLAY,18021,9.8
110,0,27137,241340,MN,ST. LOUIS,27137,10.1
209,2,13051,110043,GA,CHATHAM,13051,15.6
